id,game_id,name,storyline,first_release_date,follow_count,hype_count,critic_rating_value,critic_rating_count,user_rating_value,user_rating_count
100928,44776,Macross Digital Mission VF-X,NULL,1997-03-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
101128,94850,Safecracker,NULL,1997-05-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
101249,39691,G-Darius,"The Green Globe -Amnelia, the Green Mother Planet- In the vastness of universe.  The life born on that planet became civilized, fought, and was at risk of extinction. But the war ended with the appearance of a man. That man's name was Amnelia. People honored their own planet with his name, but no one noticed the presence of the ""power"" which led him to become a savior.  And time passed...  Amnelia's royalty held a mysterious power for generations, and Amnelia's 21st king Brezza was no exception. A king and genius scientist, he got immersed on his research for new energy sources. Amnelia used a energy generated from the soil called ""Kaju"", but since ""Kaju"" was responsible for the flourish of green trees, which could be called the life of Amnelia, it was not a infinite energy source and that had become a serious problem.  In Amnelian year 547, King Brezza finally found a way to produce the ultimate energy source. Amnelia's energy crisis was completely solved. ""Soon our mother planet will be unable to sustain our prosperity. When that day comes, I promise to give everyone a new Earth.""  People began to emigrate to Amnelia's satellite Blazar, and 50 years have passed. It is an era where humankind seems to have mastered peace.  However. the same mistake from 600 years ago was about to repeat itself...",1997-07-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
101348,23572,C-Dogs,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
101435,62333,British Open Championship Golf,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
101464,72073,Need for Speed: V-Rally,NULL,1997-09-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
101969,72043,Gamers Pack,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
102081,39489,Cotton 2: Magical Night Dreams,NULL,1997-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
102122,46094,Choujikuu Yousai Macross: Ai Oboete Imasu ka,NULL,1997-07-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
102278,50275,Faery Tale Adventure II: Halls of the Dead,NULL,1997-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
102374,70929,Starshatter,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
102731,73061,Virtual Chess 2,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
102759,44806,Bastard!! Utsuro Naru Kamigami no Utsuwa,NULL,1997-01-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
102771,74780,Ninja Jajamaru-kun: Onigiri Ninpouchou,NULL,1997-02-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
102813,112563,Akazu no Ma,NULL,1997-05-09 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
102916,50210,International Rally Championship,NULL,1997-07-30 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
102924,70020,Jane's Combat Simulations: Fighters Anthology,NULL,1997-05-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
103040,36665,Everybody's Golf,NULL,1997-07-17 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
103481,50398,Egypt 1156 B.C.: Tomb of the Pharaoh,NULL,1997-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
103488,19996,Broken Helix,NULL,1997-05-31 00:00:00.000,NULL,NULL,60.0000,1,NULL,NULL
103571,70174,Enemy Nations,"The development of the Hyperspace-Drive triggers a gold rush-like colonization attempt by Earth governments, only to find that habitable (the game takes these as Earth-like) planets are either homeworlds for other sapient species, or colonies of early-evolved species.    Years of build-up and exploration bears fruit: A habitable, rich and lush world with no sentient race is found. However, almost every race intends to colonize it, and soon a full-scale Galactic war will erupt. To solve the bloodshed, the sapient races agree to a competition:    Every race would dispatch a Rocket Ship with a pre-determined size, mass and equipment, stocked with materials, personnel and equipment to create a city analogous of modern Earth technology and infrastructure. Then without interruption from outer space, the base-cities would engage in conflict, with the victor being granted the ownership of the planet. Of course, it is your duty to ensure a new world for your species to claim.",1997-04-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
103763,84302,Castelo Rá-Tim-Bum,NULL,1997-09-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
103840,15479,Ecstatica II,NULL,1997-07-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
103953,38113,Nintama Rantarou 3,NULL,1997-02-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
104176,3612,Tetrisphere,NULL,1997-08-11 00:00:00.000,1,NULL,NULL,NULL,82.4043,8
104265,43717,NCAA Basketball Final Four 97,NULL,1997-06-17 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
104417,12521,"Warhammer 40,000 Epic: Final Liberation","Set in the turbulent universe of Game Workshop's Warhammer 40,000 EPIC, Final Liberation allows you to lead the Imperial campaign in Volistad as Lord Commander Militant. Having eaten five Astropaths en-route to their new stations, Ork Warboss Skroll of the Evil Sunz clan is visited with (demented?) dreams of grandeur and conquest and launches a full-scale WAAAGH! on the Imperial colony of Volistad. With the might of the Bad Moons, the rapacious Evil Sunz and the Orkiest of all clans, the Goffs, at his disposal, Skroll quickly swept aside the defences of Volistad and took control of the planet. Leading an army of Ultramarines and Imperial guard, you must retake the system and cleanse it of the foul alien by completing missions and annihilating the Ork forces. Though the Emperor protects you, you must remain vigilant, for like all Orks, Skroll loves fitin', so he and his forces will take you to the last man and space marine. Only supreme tactics and precise execution will allow you to reclaim Volistad in the name of the Emperor.",1997-11-30 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
104481,37742,Katou Hifumi Kudan Shogi Club,NULL,1997-05-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
104489,134124,Killer Instinct,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
104630,43830,Kakugo no Susume,NULL,1997-04-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
104636,45216,NFL GameDay 98,NULL,1997-08-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
105020,44878,Harmful Park,NULL,1997-03-14 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
105353,66291,Dragon Master Silk,NULL,1997-03-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
105548,63125,Sega Ages: Columns Arcade Collection,NULL,1997-10-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
105616,20813,Triple Play 98,NULL,1997-05-30 00:00:00.000,NULL,NULL,92.0000,1,NULL,NULL
105801,150208,Wario no Mori: Futatabi,NULL,1997-09-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
105907,93044,onEscapee,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
105912,37049,Evolution: The Game of Intelligent Life,NULL,1997-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
105913,136568,Search & Rescue,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
105980,71317,Jump Start Adventures 5th Grade,NULL,1997-10-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
106048,3442,Automobili Lamborghini,NULL,1997-11-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
106125,3329,AeroGauge,NULL,1997-12-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
106143,20253,The Raven Project,NULL,1997-01-31 00:00:00.000,NULL,NULL,30.0000,1,NULL,NULL
106287,2399,Darklight Conflict,NULL,1997-06-30 00:00:00.000,NULL,NULL,70.0000,1,NULL,NULL
106323,46053,Desire,NULL,1997-10-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
106326,155,Star Wars: Yoda Stories,NULL,1997-03-31 00:00:00.000,NULL,NULL,NULL,NULL,59.2084,6
106330,73718,Popeye and the Quest for the Woolly Mammoth,"There's a million-dollar prize for capturing a prehistoric woolly mammoth, and the spinach-scarfing sailor and his crew are setting sail to find it. At different points throughout the movie you get to choose the actions of Popeye, Olive Oyl, Swee' Pea to determine the outcome of the story. Will they find the elusive creature, or will Brutus or the Sea Hag get there first?",1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
107091,145852,Devil Summoner: Soul Hackers - Akuma Zensho,NULL,1997-12-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
107379,151577,BS F-Zero Grand Prix 2,NULL,1997-08-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
107391,4959,Klonoa: Door to Phantomile,NULL,1997-12-11 00:00:00.000,10,NULL,80.0000,2,85.7966,62
107395,43778,Imadoki no Vampire: Bloody Bride,NULL,1997-01-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
107397,4104,Monster Rancher,"Although it is possible to acquire a monster in-game, the series is known for the ability to acquire new monsters using Compact Discs (CDs). Players can use any readable CD, and the game creates a monster using the data stored on it. Certain CDs would result in unique monsters: for example, some Christmas music albums will give the player a monster of type ""Santa"". Once the player has two or more monsters in reserve, they can be combined, creating a new monster with traits of both 'parents.'  Once the player has a monster, it can then be raised to be a fighting machine. There are six stats that determine how the monster does in battle: Power fuels physical attacks, Intelligence fuels and defends against energy attacks, Life determines monster's hit points, Skill affects accuracy, Speed helps evade opponents' attacks, and Defense reduces damage received from physical attacks. Monsters train either by doing chores nearby, or can be sent to be trained by experts, where they have the chance to gain new attack techniques.  The primary way to advance through the game is through monster fighting tournaments. While in battle, each monster has attacks available to it, some moves are only available at close range, others from a distance. Players cannot control the monster directly in a fight, but can call for their monster to stay away or close in, and attack with whichever move is available at the current range.",1997-07-24 00:00:00.000,2,NULL,30.0000,1,79.8940,11
107403,1175,Alundra,NULL,1997-04-11 00:00:00.000,9,NULL,NULL,NULL,73.0543,18
107409,62276,Sierra Pro Pilot 98: The Complete Flight Simulator,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
107440,71895,Slayers Royal,NULL,1997-07-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
107459,50211,SODA Off-Road Racing,NULL,1997-10-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
107478,78910,"Games People Play: Hearts, Spades, and Euchre",NULL,1997-11-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
107644,131706,Lucky Luke,NULL,1997-10-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
107721,68993,Galapagos,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
107756,57833,Tetsu Ikuzawa Kanshuu Meisha Retsuden: Greatest 70's,NULL,1997-12-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
107796,135346,Soviet Prisoner,NULL,1997-12-31 00:00:00.000,1,1,NULL,NULL,NULL,NULL
108130,70797,Doraemon: Nobita to 3tsu no Seirei Ishi,NULL,1997-03-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
108202,7901,Croc: Legend of the Gobbos,NULL,1997-09-29 00:00:00.000,20,NULL,NULL,NULL,69.0175,48
108259,25448,Autobahn Racing,NULL,1997-11-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
108269,67634,Harry the Handsome Executive,NULL,1997-09-20 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
108375,25457,Byzantine: The Betrayal,NULL,1997-10-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
108408,20390,Disney's Ready to Read with Pooh,"The player begins here in the Hundred-Acre Wood, and travels along one of three paths to the North Woods, the East Woods, or the West Woods to find a number of reading activities, each one introduced by one of Pooh's friends. Actions are performed by pointing and clicking the mouse; the cursor is a bee that flutters it's wings whenever it is over a clickable spot, and carries an arrow when it's over a path to a new area.",1997-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
108468,46088,Asuka 120% Limited Burning Fest.,NULL,1997-10-09 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
108618,3525,Jikkyō Powerful Pro Yakyū 4,NULL,1997-03-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
108848,50231,Super EF2000,NULL,1997-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
108948,61351,Rayman Designer,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
108958,69226,Langrisser IV,NULL,1997-08-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
109205,112809,Outlaws + A Handful of Missions,NULL,1997-03-31 00:00:00.000,NULL,NULL,NULL,NULL,70.0000,0
109332,123291,Angel Blade: Neo Tokyo Guardians,NULL,1997-07-03 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
109567,122631,Diamond Caves II,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
109662,81336,Asuka 120% Excellent Burning Fest.,NULL,1997-05-09 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
109679,44821,Saber Marionette J: Battle Sabers,NULL,1997-04-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
109704,3468,Dark Rift,NULL,1997-07-10 00:00:00.000,NULL,NULL,54.0000,1,NULL,NULL
110163,19152,Gerçeğin Ötesinde: Beyond Reality,NULL,1997-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
110400,760,Interstate '76,NULL,1997-03-28 00:00:00.000,8,NULL,NULL,NULL,78.1176,16
110425,19998,All-Star Baseball 97,NULL,1997-06-30 00:00:00.000,NULL,NULL,50.0000,1,NULL,NULL
110446,13893,Time Crisis II,"In 1997, NeoDyne Industries announces it plan to launch a series of 64 satellites, codenamed the ""StarLine Network"", that will help to unify the world's communication networks. However, V.S.S.E. agent Christy Ryan discovers that the company's CEO, Ernesto Diaz, plans to launch an experimental nuclear satellite into space and sell it to the highest bidder. Escaping to a safehouse with a suitcase of incriminating data, she quickly finds herself tracked down and captured by NeoDyne mercenaries, led by Jakov Kinisky, moments before V.S.S.E. agents Keith Martin and Robert Baxter arrive to collect her. While Christy is taken to Diaz, Kinisky flees with the suitcase, forcing the agents to pursue him. After killing him during a boat chase, the pair retrieve the case and learn that the experimental satellite is being transported via train.  Locating the train, Keith and Robert board it, and attempt to destroy, but are thwarted by NeoDyne's mercenaries and security, who manage to extract the satellite. Learning that Diaz is preparing to launch the satellite from a remote spaceport, the pair travel to the site, encountering further resistance led by Wild Dog - a former crimeboss that was defeated by the V.S.S.E. but whose body was never found. Both agents quickly are forced into a firefight with Dog, who keeps them at bay with a prosthetic mini-gun that replaced his right arm and additional assistance, but is defeated. Before he can be forced to surrender, he commit suicide with explosives, leaving the agents to focus on the satellite.",1997-12-01 00:00:00.000,3,NULL,70.0000,1,71.3019,15
110450,130361,Zero Zero,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
110736,428,Final Fantasy Tactics,NULL,1997-06-20 00:00:00.000,51,NULL,NULL,NULL,85.0282,128
110770,71321,Armed & Delirious,"Armed & Delirious tells a surrealist story about the Crotony family, who torture animals. The family is targeted by the Great Rabbit, one of their escaped captives, who kidnaps them and steals Granny Crotony's cookbook. Granny then seeks to defeat the Great Rabbit, rescue her family and retrieve her cookbook.",1997-10-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
110777,1497,Streets of SimCity,NULL,1997-10-31 00:00:00.000,2,NULL,NULL,NULL,NULL,NULL
110979,2619,Fragile Allegiance,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,70.0000,1
111313,159236,SD Gundam G-Century,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
111358,18047,Top Skater,NULL,1997-05-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
111368,122308,GamePack 2,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
111405,45078,Felony 11-79,NULL,1997-10-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
111515,35026,Sol Divide,NULL,1997-12-31 00:00:00.000,NULL,NULL,47.0000,1,NULL,NULL
111645,43761,NHL Powerplay '98,NULL,1997-10-09 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
111772,42590,Gunple: Gunman's Proof,"The year is 1880. Two meteors fell on Earth on a small island near North American Pacific Coast. In the middle of the island there is a small town governed by a sheriff. At first, the town's inhabitants didn't pay attention to the meteors. But then, strange things started happening. Monsters attacked people, and left on the victims' bodies a mysterious crest with one word: demiseed. One day you, a young boy who lives in the town, are contacted by two aliens who came in a miniature space ship. One of the aliens introduces himself as Zero, the Space Sheriff, and explains that an intergalactic criminal named Demi has escaped from justice and is hiding somewhere on the island, being the cause of all the troubles lately. Zero then possesses your body, lends you his powers, and commands you on the quest to destroy Demi and to bring peace to your island and to the alien world alike!",1997-01-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
111925,39540,Neo Mr. Do!,NULL,1997-01-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
112075,85916,Pet in TV,NULL,1997-05-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
112205,43834,CART World Series,NULL,1997-10-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
112285,134825,AZUSA 999,NULL,1997-10-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
112361,19584,Akte Europa,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
112374,45041,Bug Riders: The Race of Kings,NULL,1997-12-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
112741,129855,Asuncia: Matsue no Jubaku,NULL,1997-11-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
112835,46089,Zen Nihon Pro Wrestling Featuring Virtua,NULL,1997-11-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
113352,93213,S40 Racing,NULL,1997-10-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
113443,151786,Soeldnerschild,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
113502,50470,3-D Ultra Pinball: The Lost Continent,NULL,1997-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
113516,3123,Mission: Impossible,"Jim Phelps is in a park outside the CIA, getting a message about a terrorist plot in Norway planning to send missiles to a rival country. Phelps sends IMF agents Ethan Hunt, John Clutter and Andrew Dowey to stop the terrorists' plans by infiltrating the submarine pen where the missiles are being stored, then destroying the submarine holding the missiles.  While this is happening, Alexander Golystine, a worker at the Embassy of Russia in Prague, kidnaps the female IMF agent Candice Parker and steals one half of the Non-Official Cover (NOC) list, a list that gives the real and false names of all IMF agents. Though useless on its own, the Embassy possess a powerful super-computer that may be capable of breaking the code to open the document, and after IMF agent Robert Barnes goes missing after an attempted rescue mission, Phelps sends in Hunt to find and save the list, rescue Candice Parker, and discover the fate of Barnes.",1997-09-11 00:00:00.000,3,NULL,NULL,NULL,64.7643,22
113568,71046,Front Page Sports: Golf,NULL,1997-04-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
113592,151875,Nichibutsu Mahjong,NULL,1997-07-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
113646,177,Ballblazer Champions,NULL,1997-03-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
113959,44763,Power Move Pro Wrestling,NULL,1997-09-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
114003,51484,GAG: The Impotent Mystery,"Secret agent Gary wakes up at home after a strange dream, in which cultists of the ""Dark Brotherhood"" discuss the plan to enslave the world. However, guided by the fact that he has a vacation, Gary decides to sleep again and only the next morning he contacts Lucy's boss. Having received the assignment, the player together with Gary will have to explore the gloomy castle de la Bourbon, explore approaches to it, visit the parallel world and ultimately defeat the impending ancient evil.",1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
114307,50302,Extreme Assault,NULL,1997-07-30 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
114473,84223,SCARAB,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
114651,2209,Atlantis: The Lost Tales,NULL,1997-12-31 00:00:00.000,4,NULL,NULL,NULL,53.7813,10
114676,92538,Safe Cracker,NULL,1997-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
114792,119142,Watermill,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
114935,66076,Mobile Suit Gundam Side Story III: Sabakareshi Mono,NULL,1997-03-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
114941,39575,Oriental Legend,NULL,1997-07-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
114942,180288,Soul Master,"This game is set in the magical world of Aster, which is said to have been created by mages long ago. It is closed off by a wall of fog, and cat people with superior magical abilities reflect and coexist with monsters. You have come to this magic academy in order to become the strongest mage ""Soul Master"". You dream of passing the entrance exam, graduating in one year with excellent grades, and becoming a Soul Master.",1997-11-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
114977,45108,Panzer Bandit,NULL,1997-08-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
115282,151898,DoReMi-ya no Original Sound Witch: Blue Sound Witch,NULL,1997-09-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
115295,2612,Counter Action,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
115347,93641,Hexen,NULL,1997-05-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
115361,20733,Carnage Heart,NULL,1997-03-03 00:00:00.000,1,NULL,92.0000,1,NULL,NULL
115458,94628,Arubarea no Otome,The protagonist is chosen as a candidate to become the next Sacred Maiden that helps protect the Albaria Kingdom.  She must train herself up and serve the country along with five holy knights.,1997-06-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
115566,3412,Mischief Makers,"Professor Theo has been kidnapped by the imperial forces of the evil empire. Now his robotic personal assistant, Marina Liteyears, must save the day! Marina will get some help from the troops who have remained loyal to King Aster. With their help, she'll grab, shake and throw her way to the Professor! Besides rescuing the Professor, Marina will also join in the effort to rebel against that nasty, horrible and evil empire. So, Grab a controller and help our Super Heroine shake up the evil empire!",1997-06-27 00:00:00.000,2,NULL,NULL,NULL,65.2851,21
115652,54635,A Fork in the Tale,"The player controls Rob Schneider, an American comedian, who is lost in the land of Eseveron. Schneider navigates the world and encounters numerous characters who try to seduce him, help him, or kill him depending on interaction.",1997-02-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
115905,134496,Bakushou Mondai no Totsugeki Star Pirates,NULL,1997-06-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
115983,78909,G-Nome,"The game takes place in the year 2225, A.D., on the remote world of Ruhelen in the Omicron Reticuli star system. This planet has been a contested territory between the Darken, Union, Mercs and the Scorp, which are the Union's greatest threat. The discovery of the mineral-rich Phygos star system nearby has upset the tenuous strategic balance of the four races, leading to speculation of an inevitable war. The player assumes the role of Sergeant Joshua Gant, a retired Union Intelligence Acency, (UIA), operative, who for ten years prior, has been experiencing horrifying nightmares from a mission that resulted in the loss of his best friend and comrade, Ron Pearl. Following one of Gant's nightmares, the sergeant is contacted by UIA director General Allance Wilkins, who reinstates Gant immediately for a mission of the utmost importance. According to Wilkins, the Scorp have been conducting top-secret biological warfare experiments upon human prisoners of war, in order to create a mutated super-soldier dubbed the ""G-Nome"". Gant is commanded to euthanize the G-Nome and destroy the Scorp facility that has been housing the experiments. For assistance, Gant is assigned a team that includes his old friend and munitions expert, Sergeant Stephen Kylie, Union's most accomplished geneticist, Doctor Victoria Thane and an undisclosed final member of the team operating within the Scorp territory.    Gant begins his mission by traversing the Darken Republic on foot and strategically taking out any opposition that would hinder his objective of rendezvousing with Kylie. United once again, the duo embark across the Merc territory to meet Thane, who has been on a separate assignment. Upon Wilkins' disposition, Thane identifies some specialized Merc technology stored away at a facilitated structure called the Citadel upon a mesa called Caracon as the means of neutralizing the G-Nome. After acquiring the technology, the team heads for the Scorp territory.    Gant and his team bypass the heavily-defended Scorp border, where he is introduced to the final member of his team: Major Jack Sheridan, a Scorp specialist and the man responsible for the loss of Pearl ten years prior. After several precarious skirmishes with the intent of acquiring Scorp vehicles for bypassing mine fields and learning of the G-Nome facility's location, Sheridan leads the team directly to the laboratory. The mission is compromised, however, when Sheridan attempts to kill Gant, captures the G-Nome and allows for Kylie to be captured by Scorp reinforcements. Soon after, however, the Scorp ally with Gant, with recognizing Sheridan and the G-Nome as a greater threat. The Scorp and UIA realize that Sheridan has a genetic recombination laboratory located within the volcanic Shalten Frontier, where not only is he backed by a sizable army, but he intends to clone the G-Nome.[6]    After gaining reinforcements from Wilkins and a large confrontation at the secret facility, Sheridan kills Kylie immediately after Gant destroys the laboratory. While the Union finish off Sheridan's forces, Gant gives chase after Sheridan, with the G-Nome in tow. Gant disables Sheridan's powerful vehicles and kills him. Gant confronts and subdues the G-Nome and while examining a marker upon its paw, he discovers that Pearl was the G-Nome. In an act of mercy, Gant allows Pearl to survive and tells him to run away before the Union forces arrive. The G-Nome is seen heading toward the sunset in the ending credits of the game.    As Sheridan's forces are defeated, Wilkins rummages through the remains of the recombination lab and comes across a petri dish labelled ""G-NOME: PEARL"". Wilkins grabs the dish and departs. In the aftermath the Scorp declares war on the Union, in retaliation for the mission. Reports leak through of a covert Union operation intended to destroy the Scorp G-Nome facility, but are denied by both the Union and the Scorp, while Wilkins unexpectedly resigns, causing public speculation that the alleged operation ended in failure.",1997-02-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
116014,62323,Tony La Russa Baseball 4,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
116038,94689,CHAMP Asterocks,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
116108,132030,Excitebike: Bun-bun Mario Battle,NULL,1997-11-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
116122,45071,ZXE-D: Legend Of Plasmalite,NULL,1997-01-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
116131,44276,Street Fighter EX Plus,NULL,1997-05-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
116157,75880,Neon Genesis Evangelion: Digital Card Library,NULL,1997-09-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
116205,51397,Lords of Magic,NULL,1997-12-02 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
116349,151877,Satella de Picross,NULL,1997-11-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
116464,43850,Densha de GO!,NULL,1997-03-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
116527,44744,Puzzle Star Sweep,NULL,1997-10-30 00:00:00.000,NULL,NULL,NULL,NULL,48.9802,0
116694,2615,Norse by Norse West: The Return of the Lost Vikings,"After escaping from Tomator in The Lost Vikings, Erik the Swift, Olaf the Stout, and Baleog the Fierce have lived joyous and fruitful Viking lives. Then one day, after returning home from a fishing trip, the Vikings get captured by Tomator again. Tomator then calls upon a robotic guard to send them into the Arena, which falls short when a system failure happens. During the blackout, the three Vikings dismantle the robot piece by piece and wear its parts on their bodies, granting them new abilities. The three Vikings are then accidentally sent through time once again. Equipped with the new robotic gear, Erik, Olaf, and Baleog must journey through each level to find their way back home. Along the way, they befriend a werewolf named Fang and a dragon named Scorch, both of whom assist them in their quest.",1997-04-14 00:00:00.000,NULL,NULL,60.0000,1,NULL,NULL
116938,26439,Atelier Marie: The Alchemist of Salburg,NULL,1997-05-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
